model,L1,L2,corr,synch corr,synch ARI,ph caus corr,ph caus ARI,ph amp corr,ph amp ARI
CCSM4_ens_mean,311.80744587132762,44.521045975731006,0.78836373914883351,0.1649758460410907,0.13803122620246364,0.23040205200812,0.19938191115837298,0.014580812538687976,0.012582696488055302
CCSM4_ens_std,59.242969529048786,9.8369788111024672,0.13281741992765317,0.072824967539804095,0.06251673164279907,0.098470895164220987,0.090750078477278173,0.026733858622552918,0.023216061919526392
CNRMCM5_0,337.05179077325784,43.68262920551701,0.042593388042664014,0.21384836922067779,0.18276931417997463,0.24901621302809493,0.2170965621536449,-0.012747880351455963,-0.011005250787030971
CNRMCM5_1,319.5795707141358,42.198961956797952,0.13900394028602969,0.27364208021915221,0.23217315822592172,0.19040914403606296,0.1633058561790284,0.015122445961078094,0.01289917306991609
CNRMCM5_2,296.14179742945231,37.78401760338226,0.08630123429108133,0.17383706240113811,0.14248303476267329,0.20933225225000932,0.17437406637903941,-0.0049028035311168621,-0.0042741076621626711
CNRMCM5_3,285.90000767061503,37.42504980409106,0.14959639999045532,0.15491629986832658,0.12318601041066916,0.13113929672896027,0.10280371611509555,-0.022917367333071644,-0.01919206230364303
CNRMCM5_4,285.0680831599704,39.343299433753167,0.30683224153173694,0.17271719644897604,0.13080976306666206,0.23803307481401434,0.1938801373257662,0.060267676701978898,0.051459179110738378
CNRMCM5_5,156.00857508206923,20.67450289358656,0.75236335801380672,0.14370134283885377,0.11896556062216287,0.24739625568171164,0.21375151124570244,-0.0042332610258625216,-0.0035858061932660793
CNRMCM5_6,282.04906060230269,39.045998033401808,0.10226869915997013,0.19121037624726003,0.15785832315165291,0.25412749475590257,0.22297075266327571,-0.022857324539986998,-0.019317709347595698
CNRMCM5_7,235.24948931755145,28.304339905615016,0.45523664525095858,0.12232803807893289,0.078809814230724917,0.17159234721707003,0.14269160271018705,0.022957172327418621,0.020000041555955764
CNRMCM5_8,326.2866788997066,42.563734794824271,-0.024553924480595783,0.20867432741037986,0.17764146190396982,0.17430321061946741,0.1429656729562333,-0.019312381428543995,-0.01632308556659998
CNRMCM5_9,253.06476691905451,33.928849321958893,0.33210106908219328,0.13702236213373328,0.10401350766449932,0.19285482919230498,0.16507893919441963,-0.029684588943602278,-0.025696599799008648
CNRMCM5_ens_mean,271.03866997720638,35.696528194156777,0.25546107368062621,0.17533878729408364,0.14066007044877069,0.20102087836616706,0.16909136164097197,-0.00061782575685652083,-0.00044788634840731991
CNRMCM5_ens_std,51.736701686474191,7.112786368758953,0.23732777757674645,0.04573309078310004,0.044836953910650838,0.040392714193579135,0.037687913424782685,0.029000520468074168,0.024779087803938459
CSIROmk360_0,188.46793078475429,26.29799418481058,0.66337980893725235,-0.014110794764150426,-0.011403416678473378,0.074153091402589952,0.062091902232093633,0.10230341553485689,0.089014387676185566
CSIROmk360_1,266.37528018532674,33.233057045279729,0.36806259094870758,0.11964303113452944,0.097158027686659945,-0.005799268894436601,-0.0047959381918087724,-0.011457746424957825,-0.0094971731608844267
CSIROmk360_2,155.06644699016496,20.382459281051883,0.7673040100420071,-0.019009454232811973,-0.014415717168251737,0.0069529630268368465,0.0057564839451759902,-0.017217628981158816,-0.01387082623421663
CSIROmk360_3,158.04298819115701,23.951942250018966,0.67656987811870251,0.011035660883038308,0.007362537377017829,0.027833039482091527,0.023452724742125786,-0.018583590891157065,-0.015675656042095924
CSIROmk360_4,153.50069488619752,20.965641434670385,0.75658848877333462,0.0091798190906425756,0.0074898945573679343,0.031057025952784603,0.026184671487495859,0.037867654476788047,0.032950016386713618
CSIROmk360_5,146.95612350895448,20.428616071337881,0.78804272562636402,0.043042300956804808,0.035371984461201975,0.07775535315175397,0.065266734351723157,-0.0063486964959627032,-0.0054239469380309149
CSIROmk360_6,294.89919257843866,40.979980957073899,0.70475389567074764,-0.054824603095082539,-0.044478268194950071,0.016591717515897959,0.012929709594806525,0.015421717718439816,0.013390839996178121
CSIROmk360_7,231.6306995898635,33.851496029718831,0.36071093434376694,0.0048902003358965544,0.003811473635491087,0.12855153388505189,0.10684325655717046,0.023851842890903894,0.020716977138119187
CSIROmk360_8,189.168901668091,23.66435705144686,0.71047045298504408,0.028450038417485883,0.02287655633747563,0.036622233791790207,0.030910402762987361,0.024005508121433924,0.020919893200446543
CSIROmk360_9,252.7009398897838,31.984325866744527,0.45327232641949305,0.0221840213913179,0.017466307902878758,0.035516254408089407,0.029596666820743904,-0.014543670221765566,-0.012280567875553266
CSIROmk360_ens_mean,205.37125194310863,27.715763998593658,0.62064170032535193,0.018287890542424551,0.014738088510543482,0.039453428035539979,0.03290496800782447,0.0036661544658404118,0.0034699507189640336
CSIROmk360_ens_std,56.791656069529914,7.4604967335719365,0.17523527393656688,0.047507463888695901,0.038528121459012063,0.040714408600899511,0.033950320936773089,0.021566461541341553,0.018479860949048802
